test,intent,question,answer,counter
,kangaroo,What is responsible for converting the hydrogen byproduct of fermentation into acetate?,The digestive system of a kangaroo,752
,kangaroo,Are wild kangaroos shot for meat?,yes,753
,kangaroo,Are wild kangaroos shot for meat?,Yes,754
,kangaroo,Have kangaroos fared well since European S08_settlement?,yes,755
,kangaroo,Have kangaroos fared well since European S08_settlement?,Yes,756
,kangaroo,Do kangaroos have many natural predators?,no,757
,kangaroo,Do kangaroos have many natural predators?,No,758
,kangaroo,What is the average life expectancy of a kangaroo?,4.6 years,759
,kangaroo,What is the average life expectancy of a kangaroo?,about 4.6 years,760
,kangaroo,When did the first official report of kangaroo blindness take place?,1994,761
,kangaroo,When did the first official report of kangaroo blindness take place?,1994,762
,kangaroo,What are vehicles that frequent isolated roads often fitted with?,roo bars,763
,kangaroo,What are vehicles that frequent isolated roads often fitted with?,roo bars,764
,kangaroo,Do kangaroos eat plants?,yes,765
,kangaroo,Do kangaroos eat plants?,Yes,766
,kangaroo,What are some extinct predators of the kangaroo?,"Thylacine, Marsupial Lion, Maagalania, and Wonambi",767
,kangaroo,What are some extinct predators of the kangaroo?,The Thylacine,768
,kangaroo,Is a Kangaroo a Marsupial?,NULL,769
,kangaroo,Is a Kangaroo a Marsupial?,Yes,770
,kangaroo,Is the kangaroo an herbivour?,NULL,771
,kangaroo,Is the kangaroo an herbivour?,Yes,772
,kangaroo,Are Kangaroos Shy?,NULL,773
,kangaroo,Are Kangaroos Shy?,Yes,774
,kangaroo,What method of locomotion do Kangaroos Use?,NULL,775
,kangaroo,What method of locomotion do Kangaroos Use?,hopping,776
,kangaroo,What is the average life expectancy of a kangaroo?,NULL,777
,kangaroo,What is the average life expectancy of a kangaroo?,4 to 6 years,778
,kangaroo,What is a collective noun for a kangaroo?,NULL,779
,kangaroo,What is a collective noun for a kangaroo?,"a mob, troop, or court",780
,kangaroo,What is a roo?,NULL,781
,kangaroo,What is a roo?,a kangaroo,782
,kangaroo,What is used to protect a vehicale from a Kangaroo?,NULL,783
,kangaroo,What is used to protect a vehicale from a Kangaroo?,roo bars,784
,kangaroo,What method is used by Kangaroos to travel?,NULL,785
,kangaroo,What method is used by Kangaroos to travel?,hopping,786
,kangaroo,Who asked a nearby local what the creatures were called?,Captain James Cook and naturalist Sir Joseph Banks,787
,kangaroo,What are four species that are commonly referred to as kangaroos?,"The Red Kangaroo, The Eastern Grey Kangaroo, The Western Grey Kangaroo, and The Antilopine Kangaroo",788
,kangaroo,Are kangaroos and wallabies adept swimmers?,yes,789
,kangaroo,Are kangaroos farmed to any extent?,No.,790
,kangaroo,Who also discovered that less than three percent of kangaroos exposed to the virus developed blindness ?,Veterinarians,791
,kangaroo,Different species of kangaroos eat what?,different diets,792
,kangaroo,Have Kangaroos dazzled by headlights or startled by engine noise been known to leap in front of cars ?,yes,793
,kangaroo,Is a collision with a vehicle capable of killing a kangaroo ?,yes,794
,kangaroo,Was the game of Marn grook played using a ball made from kangaroo by the Kurnai people ?,yes,795
,kangaroo,"Have kangaroos large , powerful hind legs , large feet adapted for leaping , a long muscular tail for balance , and a small head ?",yes,796
,kangaroo,"Is a kangaroo a marsupial from the family macropodidae -LRB- macropods , meaning (`` ` large foot ('' ' -RRB-?",yes,797
,kangaroo,What kinds of changes have larger kangaroos adapted much better to?,Changes wrought to the Australian landscape by humans.,798
,kangaroo,Have larger kangaroos adapted much better to changes?,yes,799
,leopard,Is the leopard smaller than the other members of Panthera?,yes,800
,leopard,Is the leopard smaller than the other members of Panthera?,Yes,801
,leopard,Is a leopard larger and less lanky than a cheetah?,yes,802
,leopard,Is a leopard larger and less lanky than a cheetah?,Yes,803
,leopard,Are large pythons potential prey for leopards?,yes,804
,leopard,Are large pythons potential prey for leopards?,Yes,805
,leopard,What may a leopard be mistaken for?,A cheetah or a jaguar,806
,leopard,What may a leopard be mistaken for?,A cheetah or a jaguar,807
,leopard,What is a hybrid animal resulting from a union between a leopard and a puma?,a pumapard,808
,leopard,What is a hybrid animal resulting from a union between a leopard and a puma?,A pumapard,809
,leopard,Where do leopards often hide their kills?,in dense vegetation,810
,leopard,Where do leopards often hide their kills?,in dense vegetation or in trees,811
,leopard,How did early naturalists distinguish between leopards and panthers?,by the length of their tails,812
,leopard,How did early naturalists distinguish between leopards and panthers?,"By the length of the tail, panthers having longer tails than leopards",813
,leopard,What are dark leopards known as colloquially?,Black Panthers,814
,leopard,What are dark leopards known as colloquially?,black panthers,815
,leopard,What shape are a leopard's black roS08_settes in East Africa?,circular,816
,leopard,What shape are a leopard's black roS08_settes in East Africa?,circular,817
,leopard,Is the leopard an Old World mammal?,yes,818
,leopard,Is the leopard an Old World mammal?,yes,819
,leopard,Is the leopard an Old World mammal?,.,820
,leopard,Is the leopard of the Felidae family?,yes,821
,leopard,Is the leopard of the Felidae family?,yes,822
,leopard,Is the leopard one of the four 'big cats'?,yes,823
,leopard,Is the leopard one of the four 'big cats'?,yes,824
,leopard,Where is the leopard distributed?,southern Eurasia and Africa,825
,leopard,Where is the leopard distributed?,"southern Eurasia and Africa, from Korea to South Africa and Spain",826
,leopard,Where is the leopard distributed?,NULL,827
,leopard,How long is a leopard's tail?,60 to 110cm,828
,leopard,How long is a leopard's tail?,60-110cm,829
,leopard,How long is a leopard's tail?,NULL,830
,leopard,How much does a leopard weigh?,Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females. ,831
,leopard,How much does a leopard weigh?,(because of ambiguity) - 28-90kg ,832
,leopard,Does a male leopard weigh more than a female leopard?,yes,833
,leopard,Does a male leopard weigh more than a female leopard?,yes,834
,leopard,What is the difference between leopards and cheetahs?,The leopard has roS08_settes rather than cheetah's simple spots and the leopard is larger and less lanky than the cheetah.,835
,leopard,What is the difference between leopards and cheetahs?,"The leopard has roS08_settes rather than cheetah's simple spots, but they lack internal spots, unlike the jaguar. The leopard is larger and less lanky than the cheetah but smaller than the jaguar.",836
,leopard,How does the distribution size of the leopard compare to the distribution of other wild cats?,"As of 1996, the leopard had the largest distribution of any wild cat, although populations before and since have shown a declining trend and are fragmented outside of subsaharan Africa.",837
,leopard,How does the distribution size of the leopard compare to the distribution of other wild cats?,the leopard had the largest distribution of any wild cat.,838
,leopard,What resembles that of the similarly-sized cougar in the Americas?,The leopard's ecological role,839
,leopard,"What was one of the many species described in Linnaeus's 18th-century work, Systema Naturae?",Felis pardus,840
,leopard,What sort of cats are solitary?,Leopards,841
,leopard,Are leopards circular?,No,842
,leopard,Is the leopard solitary?,Yes,843
,leopard,What centred in Sierra?,The leopard men,844
,leopard,Felis pardus was what?,"One of the many species described in Linnaeus's 18th-century work, Systema Naturae",845
,leopard,Has the New Zealand Rugby League featured the Otahuhu Leopards and then the Tamaki Leopards ?,Yes,846
,leopard,Were the Leopard men a West African secret society who practised cannibalism ?,Yes,847
,leopard,Was the leopard tank a German designed tank which entered service in 1965 ?,Yes,848
,leopard,Is the black color heritable and caused by only one recessive gene locus ?,Yes,849
,leopard,"Is the leopard -LRB- panthera pardus -RRB- an old world mammal of the felidae family and the smallest of the four (`` ` big cats ('' ' of the genus panthera , along with the tiger , lion , and jaguar?",Yes,850
,leopard,Can a panther be any of several species of large felid?,Yes,851
,leopard,Is the leopard an agile and graceful predator?,Yes,852
,Liechtenstein,Is Liechtenstein bordered by Switzerland?,Yes,853
,Liechtenstein,Is Liechtenstein bordered by Switzerland?,Yes,854
,Liechtenstein,Is Liechtenstein the smallest German-speaking country in the world?,Yes,855
,Liechtenstein,Is Liechtenstein the smallest German-speaking country in the world?,Yes,856
,Liechtenstein,Was Liechtenstein part of the ancient Roman province of Raetia?,Yes,857
,Liechtenstein,Was Liechtenstein part of the ancient Roman province of Raetia?,Yes,858
,Liechtenstein,When was the first factory opened?,1836,859
,Liechtenstein,When was the first factory opened?,1836,860
,Liechtenstein,How many municipalities is Liechtenstein divided into?,11,861
,Liechtenstein,How many municipalities is Liechtenstein divided into?,11,862
,Liechtenstein,What is the national currency of Liechtenstein?,Swiss franc,863
,Liechtenstein,What is the national currency of Liechtenstein?,Swiss franc,864
,Liechtenstein,Has Leichtenstein worked to promote the county's image by prosecuting international money-laundering?,Yes,865
,Liechtenstein,What company administers Leichtenstein's railways?,Austrian Federal Railways,866
,Liechtenstein,What company administers Leichtenstein's railways?,Austrian Federal Railways,867
,Liechtenstein,What percentage of Liechtenstein's population is foreign-born?,two-thirds,868
,Liechtenstein,What percentage of Liechtenstein's population is foreign-born?,67%,869
,Liechtenstein,Is there an airport in Liechtenstein?,No.,870
,Liechtenstein,Is there an airport in Liechtenstein?,No,871
,Liechtenstein,Is Liechtenstein heavily urbanized?,No.,872
,Liechtenstein,Is Liechtenstein heavily urbanized?,No,873
,Liechtenstein,Is Liechtenstein doubly landlocked?,Yes.,874
,Liechtenstein,Is Liechtenstein doubly landlocked?,Yes,875
,Liechtenstein,Does Liechtenstein have an army?,No.,876
,Liechtenstein,Does Liechtenstein have an army?,No,877
,Liechtenstein,When was Liechtenstein's current constitution adopted?,October 1921.,878
,Liechtenstein,When was Liechtenstein's current constitution adopted?,October 1921,879
,Liechtenstein,What is the official language of Liechtenstein?,German.,880
,Liechtenstein,What is the official language of Liechtenstein?,German,881
,Liechtenstein,What countries border Liechtenstein?,Switzerland and Austria.,882
,Liechtenstein,What countries border Liechtenstein?,Switzerland and Austria,883
,Liechtenstein,What Roman province was Liechtenstein part of?,Raetia.,884
,Liechtenstein,What Roman province was Liechtenstein part of?,Raetia,885
,Liechtenstein,How many municipalities are within Oberland?,6.,886
,Liechtenstein,How many municipalities are within Oberland?,6,887
,Liechtenstein,What is the smallest German-speaking country in the world?,Liechtenstein,888
,Liechtenstein,"The Savings and Loans Bank was founded, as was the first cotton-weaving mill in what year?",1861,889
,Liechtenstein,What enjoys one of the world's highest standards of living?,Liechtenstein's population,890
,Liechtenstein,Does the state court rule on the conformity of laws?,Yes,891
,Liechtenstein,What do most recognizable international company and largest employer have in common?,They are Hilti.,892
,Liechtenstein,Is Liechtenstein heavily urbanized?,No,893
,Liechtenstein,Was Liechtenstein completed in November 2000?,No,894
,Liechtenstein,What completed in November?,the Kunstmuseum Liechtenstein,895
,Liechtenstein,The State Court rules what?,on the conformity of laws with the constitution,896
,Liechtenstein,The Historical Society of the Principality of Liechtenstein plays what?,a role in preserving the culture and history of the country.,897
,Liechtenstein,Is the museum collection also the national art collection of Liechtenstein ?,Yes,898
,Liechtenstein,Is there a small heliport at Balzers in Liechtenstein available for charter helicopter flights ?,Yes,899
,Liechtenstein,Are nationals referred to by the plural : Liechtensteiners ?,Yes,900
,Liechtenstein,"Is it a winter sports resort , although it is perhaps best known as a tax haven ?",Yes,901
,Liechtenstein,Is it a winter sports resort?,Yes,902
,Liechtenstein,Is it the smallest german-speaking country in the world?,Yes,903
,Liechtenstein,"What happened in moravia , lower austria , silesia , and styria , though in all cases , these territories were held in fief under other more senior feudal lords?",The Liechtenstein Dynasty acquired vast swaths of land,904
,Millard_Fillmore,"Did Webster write, ""I can now sleep of nights""?",Yes.,905
,Millard_Fillmore,"Did Webster write, ""I can now sleep of nights""?",Yes,906
,Millard_Fillmore,Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?,Yes,907
,Millard_Fillmore,Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?,Yes,908
,Millard_Fillmore,"Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke?",Yes,909
,Millard_Fillmore,"Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke?",yes,910
,Millard_Fillmore,Who got Seward elected to the senate?,Weed,911
,Millard_Fillmore,Who got Seward elected to the senate?,Weed ultimately got Seward elected to the senate,912
,Millard_Fillmore,Where was Commodore Matthew C. Perry sent to open Japan to Western trade?,Japan,913
,Millard_Fillmore,Where was Commodore Matthew C. Perry sent to open Japan to Western trade?,Commodore Matthew C. Perry send to Japan,914
,Millard_Fillmore,What is The Remarkable Millard Fillmore?,A fake biography based on real events that happened in Fillmore's life.,915
,Millard_Fillmore,What is The Remarkable Millard Fillmore?,"In 2007, George Pendle wrote The Remarkable Millard Fillmore, a fake biography based on real events that happened in Fillmore's life",916
,Millard_Fillmore,Did Fillmore form a law partnership before or after he founded the private University of Buffalo?,Before.,917
,Millard_Fillmore,Did Fillmore form a law partnership before or after he founded the private University of Buffalo?,Law partnership founded before University of Buffalo,918
,Millard_Fillmore,Did Fillmore run for President a second time?,Yes,919
,Millard_Fillmore,Did Fillmore run for President a second time?,I don't know (semantic ambiguity),920
,Millard_Fillmore,How long after the death of his first wife did Fillmore marry Caroline McIntosh?,where is the death date of his first wife?,921
,Millard_Fillmore,Was Millard Fillmore the thirteenth President of the United States?,yes,922
,Millard_Fillmore,Was Millard Fillmore the thirteenth President of the United States?,yes,923
,Millard_Fillmore,"Was Millard Fillmore born on January 7, 1800?",yes,924
,Millard_Fillmore,"Was Millard Fillmore born on January 7, 1800?",yes,925
,Millard_Fillmore,"Did Millard Fillmore die on March 8, 1974?",no,926
,Millard_Fillmore,"Did Millard Fillmore die on March 8, 1974?",no,927
,Millard_Fillmore,Where was Millard Fillmore born?,"in a log cabin in Summerhill, New York",928
,Millard_Fillmore,Where was Millard Fillmore born?,"in a log cabin in Summerhill, New York",929
,Millard_Fillmore,To whom was Millard Fillmore born to?,to Nathaniel and Phoebe Millard Fillmore,930
,Millard_Fillmore,To whom was Millard Fillmore born to?,to Nathaniel and Phoebe Millard Fillmore,931
,Millard_Fillmore,Who did Millard Fillmore fall in love with?,He fell in love with Abigail Powers,932
,Millard_Fillmore,Who did Millard Fillmore fall in love with?,Abigail Powers,933
,Millard_Fillmore,Who did Millard Fillmore fall in love with?,NULL,934
,Millard_Fillmore,What did Taylor and Fillmore disagree upon?,Taylor and Fillmore disagreed on the slavery issue in the new western territories taken from Mexico in the Mexican-American War,935
,Millard_Fillmore,How did Fillmore ascend to the presidency?,"upon the death of the sitting president, Taylor",936
,Millard_Fillmore,How did Fillmore ascend to the presidency?,Official White House portrait of Millard FillmoreFillmore ascended to the presidency upon the sudden and unexpected death of President Taylor in July 1850.,937
,Millard_Fillmore,How did the supporters of Henry Clay feel about Fillmore in 1848?,they were ok with him,938
,Millard_Fillmore,How did the supporters of Henry Clay feel about Fillmore in 1848?,angry,939
,Millard_Fillmore,Who was first apprenticed to a fuller to learn the cloth-making trade?,millard fillmore,940
,Millard_Fillmore,He founded the private university of buffalo on what date?,1846,941
,Millard_Fillmore,Who or what fell in love with abigail powers?,millard fillmore,942
,Millard_Fillmore,Was Fillmore one of the founders of the University of Buffalo?,yes,943
,Millard_Fillmore,Was Another primary objective of Fillmore to preserve the Union from the intensifying slavery debate?,yes,944
,Millard_Fillmore,"Was Fillmore the second Chancellor, a position he maintained while both Vice President and President?",no,945
,Millard_Fillmore,Is Fillmore the first of two presidents to have been an indentured servant ?,yes,946
,Millard_Fillmore,Is the comic strip Mallard Fillmore named after the president ?,yes,947
,Millard_Fillmore,Was Fillmore the first U.S. President born after the death of a former president ?,yes,948
,Millard_Fillmore,"Did Fillmore not turn down the honor , explaining that he had neither the `` literary nor scientific attainment '' to justify the degree ?",no,949
,Millard_Fillmore,"What happened in a log cabin in summerhill , new york?",Fillmore was born,950
,Nikola_Tesla,"Who was born precisely at midnight during an electrical storm , to a Serbian family in the village of Smiljan near Gospić , in the Lika region of the Croatian Krajina in Military Frontier ( part of the Austrian Empire ) , in the present-day Croatia . ?",Nikola Tesla,951
,Nikola_Tesla,Are there at least two films describing Tesla 's life ?,Yes.,952
,Nikola_Tesla,Have a number of live theatrical plays based on Tesla 's life been produced and staged worldwide ?,yes.,953
,otter,Do sea otters have long muscular tails?,no,954
,otter,Do sea otters have long muscular tails?,No,955
,otter,Can otters survive in cold water?,yes,956
,otter,Can otters survive in cold water?,Yes,957
,otter,Does the giant otter inhabit South Africa?,no,958
,otter,Does the giant otter inhabit South Africa?,No,959
,otter,How many species of otter are there?,13,960
,otter,How many species of otter are there?,13,961
,otter,What do river otters eat?,"a variety of fish and shellfish, as well as small land mammals and birds",962
,otter,What do river otters eat?,"a variety of fish and shellfish, as well as small land mammals and birds",963
,otter,How much do sea otters weigh?,30 kg (about 65 pounds),964
,otter,How much do sea otters weigh?,30 kg (about 65 pounds),965
,otter,How do sea otters insulate themselves?,a layer of air trapped in their fur(!),966
,otter,How do sea otters insulate themselves?,"As with other species of otter, they rely on a layer of air trapped in their fur, which they keep topped up by blowing into the fur from their mouths.",967
,otter,Why are sea otters nearly extinct?,They've been hunted for their fur,968
,otter,Why are sea otters nearly extinct?,"Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them",969
,otter,What is one of the challenges of re-establishing a population of Eurasian otters in the UK?,roadkill deaths,970
,otter,What is one of the challenges of re-establishing a population of Eurasian otters in the UK?,Roadkill deaths have become one of the significant threats to the success of their re-establishment. ,971
,otter,Is otter a kind of mammal?,yes,972
,otter,Is otter a kind of mammal?,Yes.,973
,otter,How many species and genera does otter have?,13 species and 7 genera,974
,otter,How many species and genera does otter have?,13 species in 7 genera.,975
,otter,Do otters live in water?,yes,976
,otter,Do otters live in water?,Yes.,977
,otter,What do river otters eat?,"River otters eat a variety of fish and shellfish, as well as small land mammals and birds. ",978
,otter,What do river otters eat?,"River otters eat a variety of fish and shellfish, as well as small land mammals and birds.",979
,otter,Where do sea otters live?,Sea otters (Enhydra lutris) live along the Pacific coast of North America. ,980
,otter,Where do sea otters live?,The sea otter lives actually in the sea. ,981
,otter,"Where does the word ""otter"" derive from?","The word ""otter"" derives from the Old English word otr, otor or oter. ",982
,otter,"Where does the word ""otter"" derive from?","The word ""otter"" derives from the Old English word otr, otor or oter. This and cognate words in other Indo-European languages ultimately stem from a root which also gave rise to the English words ""water"", ""wet"" and ""winter"". ",983
,otter,Does otter give birth or lay egg?,give birth,984
,otter,What drives sea otter almost to extinction?,Humans hunted them almost to extinction. ,985
,otter,What drives sea otter almost to extinction?,"Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them almost to extinction. ",986
,otter,Why otters are considered as totem animals?,"The time of year associated with this is also associated with the Aquarius sign of the Zodiac, through which the sun passes January 20-February 19. ",987
,otter,Do sea otters live along the Pacific coast?,Yes,988
,otter,Do sea otters live along the Pacific coast?,Yes,989
,otter,Are otters totem animals?,Yes,990
,otter,Are otters herbivores?,No,991
,otter,Are otters herbivores?,No,992
,otter,What is the primary item in an otter's diet?,Fish.,993
,otter,What is the primary item in an otter's diet?,fish,994
,otter,What is an otter's den called?,Holt,995
,otter,What is an otter's den called?,holt,996
,otter,Why is the giant otter becoming increasingly rare?,"Poaching, habitat loss, and toxins in gold mining.  ",997
,otter,Why is the giant otter becoming increasingly rare?,"poaching, habitat loss, and the use of mercury in illegal alluvial gold mining",998
,otter,How do otters keep themselves warm without blubber?,A layer of air trapped in their fur.  ,999
,otter,How do otters keep themselves warm without blubber?,a layer of air trapped in their fur,1000
,otter,How are otters playful animals?,"The slide down snowy slopes, apparently for sheer enjoyment.  ",1001
,otter,How are otters playful animals?,They slide repeatedly down snowy slopes for sheer enjoyment.,1002
,otter,What animals are related to otters?,"weasels, polecats, and badgers",1003
,otter,"What traps a layer of air, and keeps them dry and warm under water?",Long guard hair,1004
,otter,The collective noun romp is sometimes used for a group of what?,Otters,1005
,otter,Is it true that otters eat a variety of fish?,yes,1006
,otter,Are otters playful animals?,yes,1007
,otter,Are otters very active?,yes,1008
,otter,Are male otters dog-otters?,yes,1009
,otter,An otter 's den is what?,A holt,1010
,otter,Sea otters eat what?,Shellfish and other invertebrates,1011
,otter,Is the myth of Otter 's Ransom the starting point of the Volsunga saga ?,yes,1012
,otter,"Are Male otters dog-otters , females are bitches and babies are cubs or pups ?",yes,1013
,otter,Is an otter 's den called a holt ?,yes,1014
,otter,"Have most otters fish as the primary item in their diet , supplemented by frogs , crayfish and crabs ?",yes,1015
,penguin,Do penguins feed on krill?,yes,1016
,penguin,Do penguins feed on krill?,yes,1017
,penguin,What is the largest living species of penguin?,Emperor Penguin,1018
,penguin,What is the largest living species of penguin?,the Emperor Penguin (Aptenodytes forsteri),1019
,penguin,Do penguins live almost exclusively in the Southern Hemisphere?,yes,1020
,penguin,Do penguins live almost exclusively in the Southern Hemisphere?,yes,1021
,penguin,"What is ""tobogganing""?",when penguins slide on their bellies across the snow,1022
,penguin,"What is ""tobogganing""?",Tobogganing is when penguins slide on their bellies across the snow.,1023
,penguin,Why are penguins countershaded?,for camouflage,1024
,penguin,Why are penguins countershaded?,for camouflage,1025
,penguin,Are penguins afraid of humans?,no,1026
,penguin,Are penguins afraid of humans?,no,1027
,penguin,How much time to penguins spend on land?,half of their life,1028
,penguin,How much time to penguins spend on land?,They spend half of their life on land.,1029
,penguin,How many species of penguins are there?,between 17 and 20 living species,1030
,penguin,How many species of penguins are there?,"Penguin biodiversity varies between 17 and 20 living species, all in the subfamily Spheniscinae.",1031
,penguin,How are Isabelline penguins different from most penguins?,they have brown rather than black plumage,1032
,penguin,How are Isabelline penguins different from most penguins?,Because they are born with brown rather than black plumage.,1033
,penguin,Are penguins birds?,yes,1034
,penguin,Are penguins birds?,Yes,1035
,penguin,Do penguins have a better than average sense of hearing for birds?,yes,1036
,penguin,Do penguins have a better than average sense of hearing for birds?,No,1037
,penguin,"Are penguins considered ""higher waterbirds""?",yes,1038
,penguin,"Are penguins considered ""higher waterbirds""?",Yes,1039
,penguin,What order do penguins belong to?,Sphenisciformes,1040
,penguin,What order do penguins belong to?,Sphenisciformes,1041
,penguin,What is the largest living species of penguin?,Emperor Penguin,1042
,penguin,What is the largest living species of penguin?,Emperor,1043
,penguin,How tall were the tallest prehistoric penguins?,1.80 meters,1044
,penguin,How tall were the tallest prehistoric penguins?,as tall as an adult human,1045
,penguin,What makes penguins so agile in the water?,Their wings have become flippers,1046
,penguin,What makes penguins so agile in the water?,"Smooth plumage preserves a layer of air, ensuring buoyancy, wings are flippers",1047
,penguin,"Why do penguins ""tobaggan""?",It conserves energy while moving quickly,1048
,penguin,"Why do penguins ""tobaggan""?",Conserves energy while moving quickly,1049
,penguin,Who spend half of their life on land and half in the oceans?,Penguins,1050
,penguin,What is also the distance that Antarctic tourists are told to keep from penguins?,3 meters,1051
,penguin,"What have become flippers, useless for flight in the air?",Penguins' wings,1052
,penguin,What happens when mothers lose a chick?,"They sometimes attempt to ""steal"" another chick.",1053
,penguin,Is it true that each penguin gets a turn in the center?,Yes,1054
,penguin,Are all penguins countershaded?,Yes,1055
,penguin,Are penguins astonishingly agile?,In the water they are.,1056
,penguin,Are penguins at risk?,Yes,1057
,penguin,"Is it also possible that penguin comes from the Latin pinguis , fat ?",Yes,1058
,penguin,Have penguins an average sense of hearing for birds ?,Yes,1059
,penguin,Can larger penguins dive deep in case of need ?,Yes,1060
,penguin,"Is the smallest penguin species the Little Blue Penguin -LRB- also known as the Fairy Penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2.2 lb -RRB- ?",Yes,1061
,penguin,"Is it not even known whether the gigantic palaeeudyptines constitute a monophyletic lineage , or whether gigantism was evolved independently in a much restricted Palaeeudyptinae and the Anthropornithinae ?",It is not even known.,1062
,penguin,Is the largest living species the emperor penguin -LRB- aptenodytes forsteri -RRB-?,Yes,1063
,penguin,"Is the smallest penguin species the little blue penguin -LRB- also known as the fairy penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2?",Yes,1064
,penguin,What happened in a region not quite 2000 km south of the equator 35 mya?,At least one giant penguin.,1065
,polar_bear,What is the last word on the page?,Connecticut,1066
,polar_bear,What is the last word on the page?,(SSN-22),1067
,polar_bear,Is polar bear a mammal?,Yes,1068
,polar_bear,Is polar bear a mammal?,Yes,1069
,polar_bear,Is polar bear a carnivore?,Yes,1070
,polar_bear,Is polar bear a carnivore?,Yes,1071
,polar_bear,What is largest polar bear on record?,2200 lb,1072
,polar_bear,What is largest polar bear on record?,"A huge male, allegedly weighing 1002 kg (2200 lb) shot at Kotzebue Sound in northwestern Alaska in 1960.",1073
,polar_bear,What is polar bear's skin color?,white or cream,1074
,polar_bear,What is polar bear's skin color?,Black,1075
,polar_bear,How long is polar bear's guard hair?,5-15 cm,1076
,polar_bear,How long is polar bear's guard hair?,5-15 cm,1077
,polar_bear,What is cause of polar bear's skin diseases?,mites or other parasites,1078
,polar_bear,What is cause of polar bear's skin diseases?,Mites or other parasites,1079
,polar_bear,Why polar bear is a special species?,"The World Conservation Union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in May 2006. Their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced.",1080
,polar_bear,What do fossil and DNA evidence tell us?,The polar bear diverged from the brown bear about 200 thousand years ago.,1081
,polar_bear,What do fossil and DNA evidence tell us?,The polar bear diverged from the brown bear roughly 200 thousand years ago.,1082
,polar_bear,Does a polar bear live in the Arctic?,yes,1083
,polar_bear,Does a polar bear live in the Arctic?,Yes,1084
,polar_bear,Is a polar bear white in color?,yes,1085
,polar_bear,Is a polar bear white in color?,Yes,1086
,polar_bear,Is a polar bear at high risk of extinction?,yes,1087
,polar_bear,Is a polar bear at high risk of extinction?,Yes,1088
,polar_bear,How heavy is a male polar bear?,300-600 kg (660-1320 lb),1089
,polar_bear,How heavy is a male polar bear?,Most adult males weigh 350-650 kg,1090
,polar_bear,How heavy was the largest polar bear on record?,1002 kg (2200 lb) ,1091
,polar_bear,How heavy was the largest polar bear on record?,He allegedly weighed 1002 kg,1092
,polar_bear,What does a polar bear's fur provide?,It provides the animal with effective camouflage.,1093
,polar_bear,What does a polar bear's fur provide?,A polar bear's fur provides camouflage and insulation,1094
,polar_bear,Do female polar bears weight more than the male?,no,1095
,polar_bear,Do female polar bears weight more than the male?,No,1096
,polar_bear,How much weight do female polar bears gain during pregnancy?,They gain double their weight.,1097
,polar_bear,How much weight do female polar bears gain during pregnancy?,They double their weight during pregnancy,1098
,polar_bear,Can polar bears be seen under infrared photography?,Polar bears are nearly invisible under infrared photography.,1099
,polar_bear,Can polar bears be seen under infrared photography?,Only their breath and muzzles can be easily seen,1100
,polar_bear,What is actually black in color?,A polar bear's skin.,1101
,polar_bear,What insulate it against the cold?,Its think blubber and fur.,1102
,polar_bear,What includes a lengthy justification of why this species is listed as vulnerable?,Database entry.,1103
,polar_bear,What do with greenpeace and the natural resources defense council have in common?,They filed lawsuits in California.,1104
,polar_bear,Are studies insufficient evidence for global protection?,It is arguable.,1105
,polar_bear,Are polar bears excellent swimmers?,yes,1106
,polar_bear,"A semi-aquatic marine mammal , the polar bear has what?","It has adapted for life on a combination of land, sea, and ice.",1107
,polar_bear,Garbage is what?,"Garbage is now recycled or transported to Thompson, Manitoba.",1108
,polar_bear,The bears sometimes what?,They sometimes have problems with various skin diseases with dermatitis caused sometimes by mites or other parasites.,1109
,polar_bear,Is the Polar Bear the mascot of Bowdoin college ?,yes,1110
,polar_bear,Have thumbpolar bears been made both controversial and famous for their distinctive white fur and their habitat ?,yes,1111
,polar_bear,"Did Mitchell Taylor , the Nunavut Government Manager of Wildlife Research , not write a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time ?",no,1112
,polar_bear,Are Cubs born in December without awakening the mother ?,yes,1113
,Qatar,Does Qatar rank as the eighth richest country in the world per capita?,No.,1114
,Qatar,Does Qatar rank as the eighth richest country in the world per capita?,no,1115
,Qatar,Do nearly all Qataris profess Islam?,Yes.,1116
,Qatar,Do nearly all Qataris profess Islam?,yes,1117
,Qatar,Can women legally drive in Qatar?,Yes.,1118
,Qatar,Can women legally drive in Qatar?,yes,1119
,Qatar,When did Qatar become an independent state?,"September 3, 1971.",1120
